observation_id,scenario,gender,age,race,disability_status,nationality,monthly_income,rental_history,employment_status,credit_check,deposit_offered,chosen
2619,1,Non-binary,45,White,Physical disability,Indian,4x the rent,No prior rental history,Full-time,Fair,2 months deposit,1
2620,1,Male,40,White,None stated,Indian,2x the rent,Positive references,Self-employed,Fair,2 months deposit,1
2621,1,Female,30,Black,Physical disability,Indian,2x the rent,Positive references,Self-employed,Good,3 months deposit,1
2622,1,Male,35,Hispanic,Mental health history,American,3x the rent,Positive references,Full-time,Good,2 months deposit,1
2623,1,Non-binary,55,Asian,Physical disability,Canadian,3x the rent,Positive references,Self-employed,Good,3 months deposit,1
2624,1,Male,50,Asian,Physical disability,Mexican,4x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
2625,1,Male,35,Asian,Mental health history,Mexican,3x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
2626,1,Female,30,Asian,Physical disability,American,4x the rent,No prior rental history,Part-time,Good,3 months deposit,1
2627,1,Non-binary,40,Black,Physical disability,German,3x the rent,Positive references,Part-time,Good,1 month deposit,1
2628,1,Female,30,Asian,None stated,Mexican,3x the rent,Prior late payments,Part-time,Fair,3 months deposit,0
2629,1,Non-binary,55,Asian,Physical disability,German,2x the rent,No prior rental history,Full-time,Fair,1 month deposit,1
2630,1,Female,30,Hispanic,Mental health history,Mexican,2x the rent,No prior rental history,Part-time,Good,1 month deposit,0
2631,1,Non-binary,40,Hispanic,Physical disability,American,4x the rent,Positive references,Self-employed,Fair,1 month deposit,1
2632,1,Female,45,Asian,None stated,Indian,2x the rent,Prior late payments,Self-employed,Good,2 months deposit,0
2633,1,Male,40,Hispanic,Mental health history,German,3x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
2634,1,Female,50,Asian,None stated,Mexican,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
2635,1,Female,50,White,Physical disability,American,4x the rent,No prior rental history,Full-time,Good,1 month deposit,1
2636,1,Female,55,Asian,Physical disability,German,4x the rent,Positive references,Full-time,Good,3 months deposit,1
2637,1,Male,30,Asian,Mental health history,Mexican,4x the rent,No prior rental history,Full-time,Good,3 months deposit,1
2638,1,Female,45,Black,None stated,German,3x the rent,No prior rental history,Part-time,Good,3 months deposit,1
2639,1,Male,45,Asian,Physical disability,Canadian,2x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
2640,1,Male,30,Asian,None stated,Mexican,4x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
2641,1,Male,40,White,Physical disability,Indian,3x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
2642,1,Non-binary,40,Asian,Mental health history,Indian,3x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
2643,1,Male,45,Asian,None stated,Canadian,3x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2644,1,Non-binary,40,Hispanic,Physical disability,Canadian,3x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
2645,1,Female,35,Hispanic,None stated,Indian,4x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,1
2646,1,Male,45,Hispanic,Physical disability,Indian,2x the rent,Positive references,Part-time,Fair,3 months deposit,1
2647,1,Male,45,Asian,Physical disability,Mexican,2x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
2648,1,Female,55,Hispanic,None stated,Indian,3x the rent,No prior rental history,Part-time,Good,1 month deposit,1
2649,1,Female,55,Asian,Physical disability,Indian,3x the rent,Positive references,Part-time,Good,2 months deposit,1
2650,1,Male,45,White,None stated,American,2x the rent,Prior late payments,Full-time,Good,1 month deposit,1
2651,1,Female,30,Black,Physical disability,German,2x the rent,No prior rental history,Self-employed,Excellent,3 months deposit,1
2652,1,Non-binary,35,White,Mental health history,Indian,4x the rent,No prior rental history,Part-time,Good,1 month deposit,1
2653,1,Female,40,Hispanic,Physical disability,Indian,2x the rent,Positive references,Part-time,Good,2 months deposit,1
2654,1,Female,40,White,None stated,Canadian,2x the rent,Positive references,Full-time,Fair,1 month deposit,1
2655,1,Male,40,White,Mental health history,Canadian,3x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
2656,1,Non-binary,35,White,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Excellent,2 months deposit,1
2657,1,Male,30,Hispanic,Physical disability,Indian,4x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
2658,1,Female,40,Asian,Mental health history,Indian,3x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2659,1,Non-binary,45,Hispanic,None stated,American,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
2660,1,Non-binary,35,Asian,Physical disability,Indian,2x the rent,Positive references,Part-time,Good,3 months deposit,1
2661,1,Male,40,Black,Physical disability,American,4x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
2662,1,Male,55,Asian,Mental health history,Canadian,4x the rent,Positive references,Part-time,Fair,1 month deposit,1
2663,1,Male,50,Asian,Mental health history,German,4x the rent,Prior late payments,Self-employed,Fair,1 month deposit,1
2664,1,Female,45,White,None stated,Mexican,2x the rent,No prior rental history,Part-time,Fair,1 month deposit,0
2665,1,Non-binary,35,White,Mental health history,American,2x the rent,Positive references,Full-time,Fair,2 months deposit,1
2666,1,Male,35,Hispanic,Physical disability,Mexican,2x the rent,No prior rental history,Full-time,Good,1 month deposit,1
2667,1,Female,40,Black,None stated,Canadian,4x the rent,Positive references,Part-time,Excellent,3 months deposit,1
2668,1,Non-binary,35,Black,Mental health history,Canadian,2x the rent,Positive references,Self-employed,Fair,2 months deposit,1
2669,1,Male,35,Black,None stated,German,2x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
2670,1,Male,40,White,None stated,American,2x the rent,Prior late payments,Full-time,Fair,1 month deposit,1
2671,1,Male,40,White,Physical disability,American,2x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
2672,1,Male,55,White,Physical disability,German,3x the rent,No prior rental history,Part-time,Good,1 month deposit,1
2673,1,Female,30,White,Mental health history,Mexican,4x the rent,Positive references,Self-employed,Fair,2 months deposit,1
2674,1,Non-binary,55,Hispanic,Physical disability,American,4x the rent,Positive references,Part-time,Excellent,1 month deposit,1
2675,1,Non-binary,45,Black,Physical disability,German,3x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,1
2676,1,Non-binary,30,White,Physical disability,Canadian,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,0
2677,1,Female,40,Black,None stated,American,4x the rent,Positive references,Self-employed,Fair,2 months deposit,1
2678,1,Non-binary,35,White,Physical disability,Indian,3x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
2679,1,Male,45,White,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Good,3 months deposit,0
2680,1,Female,35,White,None stated,German,4x the rent,Positive references,Part-time,Excellent,2 months deposit,1
2681,1,Female,50,Asian,Physical disability,Canadian,4x the rent,No prior rental history,Self-employed,Fair,1 month deposit,1
2682,1,Non-binary,55,Black,Mental health history,American,3x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
2683,1,Non-binary,30,Black,Physical disability,Mexican,4x the rent,Positive references,Part-time,Good,2 months deposit,1
2684,1,Female,40,Asian,None stated,Canadian,4x the rent,Prior late payments,Part-time,Fair,3 months deposit,0
2685,1,Non-binary,45,Asian,Mental health history,Indian,4x the rent,No prior rental history,Self-employed,Fair,2 months deposit,0
2686,1,Non-binary,40,Hispanic,Physical disability,Canadian,2x the rent,Positive references,Part-time,Good,1 month deposit,1
2687,1,Non-binary,55,Asian,None stated,Indian,4x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
2688,1,Non-binary,45,Asian,Mental health history,American,4x the rent,No prior rental history,Full-time,Good,3 months deposit,1
2689,1,Non-binary,50,Asian,Mental health history,American,4x the rent,No prior rental history,Part-time,Fair,1 month deposit,1
2690,1,Male,55,White,Mental health history,Indian,2x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
2691,1,Non-binary,55,Hispanic,Physical disability,Canadian,3x the rent,Prior late payments,Part-time,Excellent,3 months deposit,1
2692,1,Female,40,Hispanic,Mental health history,American,2x the rent,Prior late payments,Full-time,Excellent,1 month deposit,0
2693,1,Female,30,Black,Mental health history,German,3x the rent,Positive references,Full-time,Good,1 month deposit,1
2694,1,Female,55,Asian,Mental health history,American,3x the rent,Positive references,Self-employed,Fair,1 month deposit,1
2695,1,Non-binary,45,White,Mental health history,American,4x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
2696,1,Female,45,Hispanic,Mental health history,Mexican,3x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
2697,1,Non-binary,30,Black,None stated,Canadian,4x the rent,Positive references,Full-time,Fair,3 months deposit,1
2698,1,Male,40,Asian,Mental health history,German,3x the rent,No prior rental history,Part-time,Good,2 months deposit,1
2699,1,Female,45,Black,None stated,Indian,2x the rent,No prior rental history,Self-employed,Fair,3 months deposit,1
2700,1,Male,45,White,None stated,American,2x the rent,Positive references,Self-employed,Fair,1 month deposit,1
2701,1,Male,30,White,None stated,American,3x the rent,Positive references,Full-time,Good,3 months deposit,1
2702,1,Female,50,White,Mental health history,Mexican,4x the rent,Prior late payments,Full-time,Excellent,3 months deposit,1
2703,1,Male,50,Hispanic,Mental health history,Mexican,4x the rent,Prior late payments,Full-time,Good,1 month deposit,1
2704,1,Male,35,Asian,Mental health history,Canadian,4x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
2705,1,Male,35,White,Mental health history,Canadian,4x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
2706,1,Male,45,Black,Mental health history,German,3x the rent,No prior rental history,Full-time,Good,3 months deposit,0
2707,1,Female,30,Hispanic,None stated,Canadian,4x the rent,Prior late payments,Part-time,Excellent,2 months deposit,0
2708,1,Non-binary,45,Black,Mental health history,American,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
2709,1,Male,55,White,None stated,Canadian,2x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
2710,1,Male,30,Black,Physical disability,American,4x the rent,Positive references,Part-time,Excellent,1 month deposit,1
2711,1,Non-binary,55,White,Physical disability,German,4x the rent,Prior late payments,Self-employed,Good,2 months deposit,0
2712,1,Non-binary,35,Asian,None stated,German,4x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
2713,1,Male,35,Black,None stated,American,4x the rent,No prior rental history,Part-time,Good,1 month deposit,0
2714,1,Female,40,Hispanic,Mental health history,Mexican,3x the rent,No prior rental history,Self-employed,Fair,1 month deposit,0
2715,1,Male,55,Asian,Mental health history,Canadian,3x the rent,No prior rental history,Part-time,Fair,3 months deposit,1
2716,1,Male,45,Black,Physical disability,Indian,3x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
2717,1,Male,50,Asian,Mental health history,American,3x the rent,No prior rental history,Self-employed,Fair,1 month deposit,0
2718,1,Non-binary,30,Asian,Physical disability,Indian,2x the rent,No prior rental history,Part-time,Good,3 months deposit,0
2719,1,Non-binary,30,Black,Mental health history,Canadian,3x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
2720,1,Non-binary,35,White,Physical disability,Mexican,3x the rent,Positive references,Full-time,Fair,3 months deposit,1
2721,1,Male,55,Black,None stated,American,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
2722,1,Female,40,Black,Mental health history,German,2x the rent,Positive references,Self-employed,Fair,2 months deposit,1
2723,1,Non-binary,35,White,Physical disability,German,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
2724,1,Non-binary,45,White,None stated,American,4x the rent,No prior rental history,Full-time,Fair,2 months deposit,1
2725,1,Male,30,White,None stated,Mexican,3x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
2726,1,Non-binary,40,Black,Physical disability,American,4x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
2727,1,Male,40,Black,Mental health history,Indian,3x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
2728,1,Non-binary,30,Asian,Physical disability,Mexican,4x the rent,Positive references,Full-time,Excellent,2 months deposit,1
2729,1,Male,30,White,Physical disability,Mexican,2x the rent,Positive references,Full-time,Fair,3 months deposit,1
2730,1,Female,40,Black,None stated,Canadian,4x the rent,Prior late payments,Self-employed,Excellent,3 months deposit,0
2731,1,Male,50,Black,Mental health history,Canadian,2x the rent,No prior rental history,Part-time,Excellent,2 months deposit,0
2732,1,Male,30,Hispanic,Physical disability,Canadian,4x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
2733,1,Male,35,Hispanic,Physical disability,German,3x the rent,Prior late payments,Full-time,Excellent,1 month deposit,0
2734,1,Female,35,Black,Physical disability,Mexican,3x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
2735,1,Non-binary,45,Black,Physical disability,Canadian,2x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
2736,1,Male,55,Hispanic,Mental health history,Mexican,3x the rent,No prior rental history,Full-time,Fair,2 months deposit,0
2737,1,Male,45,Hispanic,None stated,German,4x the rent,No prior rental history,Part-time,Good,3 months deposit,1
2738,1,Non-binary,55,Asian,Mental health history,Mexican,3x the rent,Positive references,Part-time,Good,3 months deposit,1
2739,1,Male,35,Black,None stated,Canadian,4x the rent,Positive references,Part-time,Good,2 months deposit,1
2740,1,Female,30,White,Physical disability,Canadian,2x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2741,1,Male,35,Hispanic,Physical disability,German,3x the rent,Prior late payments,Part-time,Good,2 months deposit,0
2742,1,Male,30,Black,Physical disability,American,4x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
2743,1,Non-binary,40,Black,Physical disability,Mexican,2x the rent,No prior rental history,Self-employed,Fair,3 months deposit,1
2744,1,Male,55,Black,Physical disability,German,4x the rent,Positive references,Part-time,Fair,2 months deposit,1
2745,1,Male,45,Asian,Mental health history,American,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
2746,1,Male,30,Hispanic,Physical disability,German,2x the rent,Positive references,Self-employed,Fair,3 months deposit,1
2747,1,Non-binary,35,Asian,None stated,American,4x the rent,Positive references,Self-employed,Fair,2 months deposit,1
2748,1,Male,45,Asian,Mental health history,German,4x the rent,Positive references,Part-time,Good,1 month deposit,1
2749,1,Non-binary,30,White,Physical disability,German,3x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
2750,1,Female,55,Hispanic,Mental health history,German,2x the rent,Prior late payments,Part-time,Fair,2 months deposit,1
2751,1,Female,35,Hispanic,Physical disability,Indian,4x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
2752,1,Female,30,Hispanic,Mental health history,American,3x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
2753,1,Male,45,White,Mental health history,Mexican,2x the rent,No prior rental history,Full-time,Good,2 months deposit,0
2754,1,Female,45,White,Mental health history,Canadian,3x the rent,Positive references,Self-employed,Fair,2 months deposit,1
2755,1,Female,40,Asian,None stated,Canadian,2x the rent,No prior rental history,Full-time,Good,1 month deposit,1
2756,1,Male,40,Asian,None stated,German,4x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
2757,1,Non-binary,35,Asian,None stated,Indian,2x the rent,Positive references,Full-time,Good,2 months deposit,1
2758,1,Female,45,Black,Physical disability,Canadian,2x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
2759,1,Non-binary,35,Black,None stated,Canadian,3x the rent,Positive references,Part-time,Fair,2 months deposit,1
2760,1,Female,45,Black,None stated,Canadian,2x the rent,Positive references,Full-time,Good,1 month deposit,1
2761,1,Male,40,White,Mental health history,American,4x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2762,1,Male,30,Hispanic,None stated,Indian,2x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
2763,1,Male,50,Black,Mental health history,German,4x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
2764,1,Non-binary,55,Asian,Mental health history,Mexican,4x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
2765,1,Non-binary,40,Hispanic,Mental health history,American,4x the rent,Prior late payments,Part-time,Excellent,2 months deposit,0
2766,1,Female,50,Hispanic,None stated,Canadian,3x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
2767,1,Female,35,Hispanic,Mental health history,Mexican,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
2768,1,Female,55,Black,None stated,German,4x the rent,No prior rental history,Self-employed,Fair,1 month deposit,1
2769,1,Non-binary,35,Hispanic,Physical disability,Mexican,3x the rent,Positive references,Full-time,Fair,1 month deposit,1
2770,1,Male,40,Hispanic,Physical disability,Mexican,3x the rent,No prior rental history,Full-time,Good,2 months deposit,1
2771,1,Non-binary,40,Black,Physical disability,American,2x the rent,Prior late payments,Full-time,Excellent,3 months deposit,1
2772,1,Female,45,White,Mental health history,Mexican,3x the rent,Positive references,Full-time,Excellent,1 month deposit,1
2773,1,Female,50,Hispanic,None stated,Canadian,3x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
2774,1,Male,40,Asian,Mental health history,Indian,3x the rent,Positive references,Part-time,Fair,2 months deposit,1
2775,1,Male,40,Hispanic,None stated,German,3x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,1
2776,1,Male,55,Asian,None stated,German,3x the rent,Prior late payments,Part-time,Good,3 months deposit,0
2777,1,Female,55,Black,None stated,Mexican,3x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
2778,1,Non-binary,45,White,None stated,Indian,3x the rent,Positive references,Full-time,Good,3 months deposit,1
2779,1,Male,40,Black,Mental health history,Canadian,4x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
2780,1,Female,40,Asian,Mental health history,Indian,4x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
2781,1,Female,45,White,None stated,Canadian,4x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
2782,1,Male,55,White,Mental health history,Mexican,2x the rent,Prior late payments,Part-time,Good,2 months deposit,1
2783,1,Female,35,Hispanic,Physical disability,German,4x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2784,1,Male,55,Hispanic,Physical disability,Canadian,2x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
2785,1,Male,40,Hispanic,None stated,Mexican,2x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
2786,1,Female,35,Hispanic,Physical disability,German,4x the rent,Positive references,Full-time,Fair,3 months deposit,1
2787,1,Male,35,Asian,None stated,Canadian,4x the rent,Positive references,Part-time,Good,3 months deposit,1
2788,1,Female,55,Asian,None stated,American,4x the rent,Prior late payments,Self-employed,Good,1 month deposit,1
2789,1,Female,50,White,None stated,American,3x the rent,Positive references,Full-time,Good,1 month deposit,1
2790,1,Non-binary,55,White,Physical disability,Indian,3x the rent,Positive references,Self-employed,Good,1 month deposit,1
2791,1,Female,55,White,None stated,German,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
2792,1,Non-binary,55,White,Physical disability,Canadian,2x the rent,Positive references,Self-employed,Good,1 month deposit,1
2793,1,Female,55,Asian,Physical disability,Mexican,4x the rent,Prior late payments,Full-time,Good,3 months deposit,0
2794,1,Non-binary,45,Hispanic,Physical disability,Mexican,2x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
2795,1,Female,40,Hispanic,Physical disability,American,3x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
2796,1,Male,55,Hispanic,Physical disability,German,2x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2797,1,Non-binary,45,White,Mental health history,Mexican,4x the rent,No prior rental history,Part-time,Fair,2 months deposit,1
2798,1,Male,40,Asian,None stated,Mexican,4x the rent,Positive references,Full-time,Good,3 months deposit,1
2799,1,Non-binary,40,Black,Physical disability,Canadian,2x the rent,No prior rental history,Self-employed,Excellent,3 months deposit,1
2800,1,Non-binary,40,Asian,Mental health history,Mexican,3x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
2801,1,Female,30,White,None stated,Canadian,3x the rent,Prior late payments,Full-time,Good,2 months deposit,0
2802,1,Non-binary,30,Hispanic,Physical disability,American,3x the rent,Positive references,Self-employed,Good,2 months deposit,1
2803,1,Female,30,Hispanic,Physical disability,Indian,3x the rent,Positive references,Full-time,Good,2 months deposit,1
2804,1,Male,50,White,Mental health history,Canadian,4x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
2805,1,Male,30,White,Mental health history,American,3x the rent,No prior rental history,Full-time,Good,1 month deposit,1
2806,1,Female,50,Black,None stated,American,3x the rent,Positive references,Self-employed,Fair,3 months deposit,1
2807,1,Female,30,Hispanic,None stated,American,3x the rent,Prior late payments,Full-time,Excellent,1 month deposit,1
2808,1,Female,35,Hispanic,Mental health history,American,3x the rent,Positive references,Part-time,Excellent,1 month deposit,1
2809,1,Male,35,Hispanic,Mental health history,German,2x the rent,Prior late payments,Full-time,Excellent,3 months deposit,1
2810,1,Female,55,Hispanic,None stated,American,3x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
2811,1,Male,45,Asian,None stated,Canadian,2x the rent,Prior late payments,Full-time,Good,3 months deposit,0
2812,1,Female,55,White,Physical disability,Indian,2x the rent,Positive references,Part-time,Fair,1 month deposit,1
2813,1,Female,55,White,Mental health history,German,4x the rent,Positive references,Part-time,Fair,3 months deposit,1
2814,1,Female,55,Asian,Physical disability,Mexican,3x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
2815,1,Non-binary,45,White,Physical disability,Mexican,3x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
2816,1,Female,35,Black,None stated,Mexican,4x the rent,Prior late payments,Part-time,Fair,3 months deposit,0
2817,1,Female,55,Black,None stated,German,2x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
2818,1,Non-binary,35,Asian,Physical disability,Canadian,3x the rent,Positive references,Full-time,Good,1 month deposit,1
2819,1,Non-binary,55,Hispanic,Physical disability,Indian,2x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,0
2820,1,Female,45,Asian,Mental health history,Mexican,2x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
2821,1,Female,35,White,None stated,Indian,3x the rent,Positive references,Part-time,Excellent,1 month deposit,1
2822,1,Female,35,Black,Mental health history,German,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,1
2823,1,Female,45,Hispanic,Physical disability,Mexican,2x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
2824,1,Female,50,Black,None stated,American,3x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
2825,1,Male,55,White,Physical disability,American,3x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
2826,1,Non-binary,35,Asian,None stated,German,3x the rent,Positive references,Full-time,Good,2 months deposit,1
2827,1,Female,50,Black,Mental health history,Canadian,3x the rent,Positive references,Part-time,Good,2 months deposit,1
2828,1,Non-binary,35,Black,Physical disability,American,2x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
2829,1,Male,30,Asian,Mental health history,German,2x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
2830,1,Female,55,Hispanic,Physical disability,Mexican,2x the rent,Positive references,Self-employed,Fair,3 months deposit,1
2831,1,Non-binary,45,Asian,None stated,American,4x the rent,Prior late payments,Self-employed,Good,3 months deposit,1
2832,1,Male,35,Asian,Mental health history,Mexican,2x the rent,Prior late payments,Full-time,Good,1 month deposit,0
2833,1,Female,30,White,Mental health history,Canadian,4x the rent,No prior rental history,Part-time,Good,1 month deposit,1
2834,1,Female,55,White,Physical disability,Canadian,3x the rent,No prior rental history,Full-time,Fair,2 months deposit,1
2835,1,Non-binary,30,Black,None stated,German,4x the rent,Prior late payments,Full-time,Good,2 months deposit,0
2836,1,Female,40,Hispanic,Mental health history,Mexican,3x the rent,Positive references,Part-time,Good,1 month deposit,1
2837,1,Non-binary,35,White,Physical disability,Canadian,2x the rent,No prior rental history,Part-time,Fair,2 months deposit,1
2838,1,Non-binary,45,White,Physical disability,German,3x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
2839,1,Non-binary,55,Asian,None stated,Canadian,2x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
2840,1,Female,30,Hispanic,Physical disability,German,3x the rent,Positive references,Part-time,Good,3 months deposit,1
2841,1,Female,30,White,Physical disability,American,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
2842,1,Female,50,Hispanic,None stated,German,2x the rent,Positive references,Full-time,Excellent,1 month deposit,1
2843,1,Female,40,Asian,Physical disability,Indian,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
2844,1,Non-binary,45,Hispanic,Physical disability,German,4x the rent,Positive references,Full-time,Good,2 months deposit,1
2845,1,Male,40,White,Physical disability,German,3x the rent,Positive references,Full-time,Excellent,2 months deposit,1
2846,1,Female,55,Black,None stated,Mexican,3x the rent,Positive references,Self-employed,Good,3 months deposit,1
2847,1,Female,35,Hispanic,None stated,German,2x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
2848,1,Male,50,Black,Physical disability,American,4x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
2849,1,Male,55,Black,Physical disability,Canadian,3x the rent,Positive references,Part-time,Excellent,2 months deposit,1
2850,1,Non-binary,35,Hispanic,None stated,Canadian,2x the rent,No prior rental history,Self-employed,Fair,3 months deposit,0
2851,1,Female,50,Hispanic,Mental health history,Mexican,2x the rent,Positive references,Full-time,Good,1 month deposit,1
2852,1,Non-binary,35,Hispanic,Physical disability,Indian,4x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
2853,1,Non-binary,55,Asian,None stated,German,4x the rent,No prior rental history,Self-employed,Fair,3 months deposit,1
2854,1,Male,30,White,Mental health history,Indian,3x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
2855,1,Male,40,White,Mental health history,American,2x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
2856,1,Male,40,Black,Physical disability,Canadian,2x the rent,Positive references,Self-employed,Good,2 months deposit,1
2857,1,Male,55,Asian,None stated,Mexican,4x the rent,No prior rental history,Part-time,Good,1 month deposit,1
2858,1,Male,35,Asian,None stated,German,2x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
2859,1,Female,45,Asian,Physical disability,American,2x the rent,Prior late payments,Full-time,Good,3 months deposit,1
2860,1,Male,50,Hispanic,None stated,German,2x the rent,Positive references,Full-time,Fair,2 months deposit,1
2861,1,Male,30,White,Mental health history,American,2x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
2862,1,Non-binary,40,Hispanic,Mental health history,Mexican,3x the rent,Prior late payments,Full-time,Good,3 months deposit,0
2863,1,Female,50,Black,None stated,Indian,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
2864,1,Male,50,White,None stated,Indian,3x the rent,Positive references,Part-time,Good,3 months deposit,1
2865,1,Non-binary,55,Asian,Physical disability,American,2x the rent,Prior late payments,Part-time,Good,3 months deposit,0
2866,1,Non-binary,45,Asian,None stated,Canadian,3x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
2867,1,Non-binary,45,Asian,Mental health history,Indian,3x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
2868,1,Non-binary,50,White,Mental health history,German,4x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
2869,1,Female,50,Hispanic,None stated,German,4x the rent,Positive references,Self-employed,Fair,3 months deposit,1
2870,1,Female,45,White,Physical disability,German,4x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
2871,1,Female,30,Asian,Physical disability,Canadian,3x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
2872,1,Female,40,Hispanic,Physical disability,German,3x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
2873,1,Male,40,Asian,None stated,Canadian,3x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
2874,1,Non-binary,45,Asian,None stated,American,2x the rent,Positive references,Part-time,Good,3 months deposit,1
2875,1,Female,40,White,Physical disability,German,3x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
