observation_id,scenario,gender,age,race,disability_status,nationality,annual_income,credit_score,employment_length,existing_debt,requested_amount,chosen
2539,1,Female,50,White,Mental health history,Indian,"$60,000",Excellent,6+ years,High,"$30,000",1
2540,1,Female,45,Asian,Mental health history,Indian,"$140,000",Good,2-5 years,High,"$15,000",1
2541,1,Male,55,Asian,Physical disability,Mexican,"$60,000",Excellent,6+ years,Moderate,"$5,000",1
2542,1,Non-binary,50,Hispanic,None stated,German,"$95,000",Fair,2-5 years,High,"$15,000",0
2543,1,Non-binary,45,Hispanic,Mental health history,Indian,"$60,000",Good,Less than 1 year,High,"$15,000",0
2544,1,Female,40,White,Mental health history,German,"$140,000",Excellent,6+ years,High,"$30,000",1
2545,1,Non-binary,30,White,None stated,German,"$35,000",Good,2-5 years,High,"$30,000",0
2546,1,Non-binary,35,Black,None stated,American,"$95,000",Good,2-5 years,High,"$15,000",1
2547,1,Male,50,White,Mental health history,Canadian,"$95,000",Good,Less than 1 year,Low,"$30,000",1
2548,1,Male,55,White,Physical disability,Mexican,"$60,000",Good,Less than 1 year,Moderate,"$15,000",0
2549,1,Female,30,Asian,None stated,Mexican,"$60,000",Excellent,6+ years,Low,"$5,000",1
2550,1,Female,55,Hispanic,Physical disability,Indian,"$95,000",Excellent,Less than 1 year,High,"$5,000",1
2551,1,Female,30,Asian,Physical disability,Mexican,"$95,000",Good,2-5 years,High,"$15,000",1
2552,1,Male,55,Black,Mental health history,Canadian,"$60,000",Good,6+ years,Moderate,"$5,000",1
2553,1,Female,50,White,Physical disability,American,"$60,000",Fair,2-5 years,Moderate,"$15,000",0
2554,1,Male,30,Hispanic,None stated,American,"$140,000",Good,Less than 1 year,High,"$15,000",0
2555,1,Non-binary,50,Black,Mental health history,Canadian,"$35,000",Excellent,2-5 years,High,"$15,000",1
2556,1,Male,30,Hispanic,None stated,German,"$60,000",Fair,6+ years,Low,"$30,000",0
2557,1,Female,50,Hispanic,Mental health history,Indian,"$60,000",Excellent,Less than 1 year,High,"$15,000",0
2558,1,Non-binary,35,Hispanic,Mental health history,German,"$35,000",Excellent,6+ years,High,"$30,000",0
2559,1,Male,30,Hispanic,Mental health history,Canadian,"$60,000",Fair,6+ years,High,"$30,000",0
2560,1,Male,45,White,None stated,Mexican,"$60,000",Good,Less than 1 year,High,"$30,000",0
2561,1,Male,50,Hispanic,Physical disability,Mexican,"$95,000",Fair,6+ years,High,"$30,000",0
2562,1,Female,35,Black,Physical disability,Canadian,"$140,000",Good,6+ years,Moderate,"$5,000",1
2563,1,Male,50,Asian,Mental health history,Canadian,"$35,000",Fair,6+ years,High,"$15,000",0
2564,1,Male,30,Hispanic,None stated,Mexican,"$140,000",Excellent,6+ years,Moderate,"$5,000",1
2565,1,Non-binary,30,Hispanic,Mental health history,American,"$35,000",Fair,6+ years,High,"$5,000",0
2566,1,Male,55,Hispanic,Physical disability,American,"$140,000",Fair,Less than 1 year,Moderate,"$15,000",0
2567,1,Female,45,White,None stated,Canadian,"$35,000",Good,6+ years,Low,"$30,000",1
2568,1,Male,50,White,None stated,Canadian,"$60,000",Fair,2-5 years,High,"$30,000",0
2569,1,Female,45,Black,None stated,Mexican,"$95,000",Good,6+ years,Low,"$15,000",1
2570,1,Non-binary,55,Black,None stated,American,"$35,000",Excellent,6+ years,Low,"$5,000",1
2571,1,Male,40,Hispanic,Physical disability,American,"$60,000",Excellent,6+ years,Low,"$30,000",1
2572,1,Female,50,Black,Physical disability,American,"$35,000",Fair,6+ years,High,"$30,000",0
2573,1,Male,35,Asian,None stated,Canadian,"$60,000",Good,2-5 years,High,"$5,000",0
2574,1,Female,50,Asian,Mental health history,American,"$60,000",Excellent,6+ years,Low,"$5,000",1
2575,1,Male,45,White,Physical disability,Canadian,"$60,000",Fair,Less than 1 year,Low,"$15,000",0
2576,1,Male,45,White,Physical disability,Canadian,"$140,000",Good,Less than 1 year,Low,"$5,000",1
2577,1,Male,35,White,Mental health history,German,"$140,000",Fair,6+ years,Moderate,"$30,000",1
2578,1,Male,35,Hispanic,Mental health history,American,"$35,000",Excellent,6+ years,Low,"$5,000",1
2579,1,Male,45,Asian,Physical disability,German,"$140,000",Excellent,Less than 1 year,High,"$5,000",0
2580,1,Non-binary,30,White,Mental health history,German,"$35,000",Good,2-5 years,High,"$15,000",0
2581,1,Male,35,Asian,Physical disability,American,"$140,000",Fair,2-5 years,High,"$30,000",0
2582,1,Male,30,White,Physical disability,Canadian,"$60,000",Excellent,2-5 years,Moderate,"$15,000",1
2583,1,Male,45,White,Mental health history,American,"$140,000",Fair,6+ years,Low,"$5,000",1
2584,1,Female,35,Asian,None stated,Mexican,"$95,000",Fair,Less than 1 year,High,"$30,000",0
2585,1,Female,55,Hispanic,Mental health history,Indian,"$60,000",Excellent,Less than 1 year,Moderate,"$15,000",1
2586,1,Female,45,Hispanic,None stated,Canadian,"$140,000",Good,2-5 years,High,"$15,000",1
2587,1,Male,35,Hispanic,None stated,American,"$60,000",Excellent,Less than 1 year,Low,"$15,000",0
2588,1,Non-binary,30,Black,Physical disability,Indian,"$35,000",Good,Less than 1 year,Low,"$5,000",1
2589,1,Non-binary,55,Hispanic,Mental health history,German,"$60,000",Excellent,Less than 1 year,High,"$15,000",0
2590,1,Female,30,Black,Physical disability,Mexican,"$95,000",Excellent,6+ years,Moderate,"$30,000",1
2591,1,Male,35,Black,None stated,American,"$140,000",Good,6+ years,Moderate,"$5,000",1
2592,1,Non-binary,50,Hispanic,None stated,German,"$95,000",Good,6+ years,Low,"$5,000",1
2593,1,Non-binary,30,Hispanic,None stated,American,"$140,000",Fair,2-5 years,Low,"$5,000",1
2594,1,Male,55,Black,None stated,Canadian,"$35,000",Good,Less than 1 year,Low,"$30,000",1
2595,1,Female,55,White,Physical disability,Canadian,"$95,000",Good,6+ years,Moderate,"$15,000",1
2596,1,Female,30,Hispanic,Physical disability,Mexican,"$140,000",Fair,Less than 1 year,Low,"$5,000",0
2597,1,Male,35,Asian,Mental health history,German,"$60,000",Fair,Less than 1 year,High,"$15,000",0
2598,1,Female,30,Hispanic,Mental health history,Mexican,"$60,000",Excellent,2-5 years,Moderate,"$30,000",1
2599,1,Female,30,White,None stated,Indian,"$95,000",Excellent,Less than 1 year,High,"$5,000",1
2600,1,Female,40,Hispanic,Physical disability,Indian,"$35,000",Excellent,2-5 years,Moderate,"$5,000",1
2601,1,Non-binary,35,White,None stated,Canadian,"$60,000",Fair,Less than 1 year,Moderate,"$5,000",0
2602,1,Female,30,Asian,Mental health history,Indian,"$35,000",Excellent,6+ years,Moderate,"$5,000",1
2603,1,Male,35,Hispanic,Mental health history,American,"$95,000",Excellent,Less than 1 year,Moderate,"$30,000",1
2604,1,Male,50,Black,None stated,Canadian,"$35,000",Excellent,Less than 1 year,Moderate,"$5,000",1
2605,1,Female,50,Black,Mental health history,Mexican,"$140,000",Good,6+ years,Low,"$5,000",1
2606,1,Non-binary,30,Black,Mental health history,Canadian,"$95,000",Fair,Less than 1 year,High,"$5,000",0
2607,1,Male,40,White,Physical disability,Canadian,"$60,000",Good,2-5 years,Moderate,"$15,000",1
2608,1,Male,40,Hispanic,None stated,Canadian,"$140,000",Fair,6+ years,High,"$5,000",1
2609,1,Male,40,Hispanic,Physical disability,Mexican,"$95,000",Excellent,2-5 years,High,"$30,000",1
2610,1,Male,55,White,Mental health history,German,"$140,000",Excellent,6+ years,Low,"$30,000",1
2611,1,Non-binary,30,Asian,None stated,German,"$140,000",Good,Less than 1 year,Low,"$30,000",0
2612,1,Male,35,Asian,Mental health history,Canadian,"$60,000",Fair,Less than 1 year,Low,"$5,000",0
2613,1,Female,35,White,Physical disability,Canadian,"$95,000",Good,Less than 1 year,Low,"$30,000",1
2614,1,Male,55,Black,None stated,Canadian,"$35,000",Excellent,Less than 1 year,Moderate,"$15,000",1
2615,1,Male,50,Black,None stated,German,"$95,000",Excellent,2-5 years,Moderate,"$30,000",1
2616,1,Non-binary,45,White,Mental health history,Canadian,"$35,000",Excellent,6+ years,High,"$5,000",1
2617,1,Female,55,White,Physical disability,Mexican,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
2618,1,Non-binary,40,Black,Mental health history,Indian,"$140,000",Fair,6+ years,Moderate,"$15,000",0
2619,1,Non-binary,55,Asian,Physical disability,Indian,"$95,000",Fair,Less than 1 year,Moderate,"$5,000",0
2620,1,Male,30,Asian,Mental health history,Indian,"$60,000",Fair,Less than 1 year,High,"$15,000",0
2621,1,Non-binary,40,Hispanic,Physical disability,German,"$60,000",Good,Less than 1 year,Low,"$5,000",1
2622,1,Female,40,Asian,Mental health history,Mexican,"$60,000",Excellent,6+ years,Low,"$15,000",1
2623,1,Non-binary,35,Hispanic,None stated,American,"$35,000",Fair,Less than 1 year,Low,"$5,000",0
2624,1,Non-binary,50,White,Mental health history,American,"$35,000",Good,2-5 years,Moderate,"$30,000",1
2625,1,Non-binary,30,White,Physical disability,American,"$60,000",Good,6+ years,Moderate,"$5,000",1
2626,1,Female,40,Black,Mental health history,Mexican,"$35,000",Excellent,2-5 years,Moderate,"$30,000",1
2627,1,Male,35,Black,Mental health history,Canadian,"$60,000",Good,2-5 years,Moderate,"$30,000",1
2628,1,Male,45,White,Mental health history,Indian,"$95,000",Good,6+ years,Low,"$5,000",1
2629,1,Female,55,Asian,None stated,American,"$60,000",Fair,2-5 years,Low,"$15,000",1
2630,1,Female,35,Black,None stated,German,"$140,000",Good,6+ years,Moderate,"$30,000",1
2631,1,Male,35,Asian,None stated,Mexican,"$60,000",Good,2-5 years,High,"$15,000",1
2632,1,Non-binary,35,Hispanic,Physical disability,Canadian,"$35,000",Good,6+ years,Low,"$5,000",1
2633,1,Male,50,Black,Physical disability,German,"$140,000",Fair,Less than 1 year,Moderate,"$15,000",0
2634,1,Female,35,Black,Mental health history,Mexican,"$35,000",Good,Less than 1 year,Moderate,"$15,000",0
2635,1,Non-binary,35,Asian,None stated,American,"$35,000",Fair,Less than 1 year,Low,"$30,000",0
2636,1,Male,50,White,Mental health history,American,"$35,000",Fair,6+ years,Moderate,"$30,000",0
2637,1,Non-binary,50,Black,None stated,Mexican,"$35,000",Excellent,2-5 years,Moderate,"$15,000",1
2638,1,Non-binary,40,Black,None stated,German,"$60,000",Excellent,6+ years,Low,"$5,000",1
2639,1,Female,35,Asian,Physical disability,German,"$140,000",Fair,2-5 years,Moderate,"$30,000",0
2640,1,Male,40,Hispanic,Mental health history,American,"$95,000",Excellent,6+ years,Moderate,"$30,000",1
2641,1,Non-binary,30,Asian,None stated,Mexican,"$35,000",Excellent,Less than 1 year,High,"$30,000",0
2642,1,Male,55,Hispanic,Mental health history,Canadian,"$95,000",Good,6+ years,Low,"$5,000",1
2643,1,Female,50,Hispanic,Physical disability,German,"$95,000",Fair,6+ years,High,"$15,000",0
2644,1,Non-binary,50,Black,None stated,German,"$35,000",Fair,Less than 1 year,High,"$30,000",0
2645,1,Male,40,Asian,None stated,American,"$60,000",Excellent,6+ years,Low,"$5,000",1
2646,1,Male,40,Hispanic,None stated,American,"$140,000",Excellent,Less than 1 year,Low,"$30,000",1
2647,1,Non-binary,45,Hispanic,Physical disability,American,"$140,000",Good,6+ years,Low,"$30,000",1
2648,1,Female,35,Asian,None stated,American,"$60,000",Good,2-5 years,Low,"$5,000",1
2649,1,Non-binary,55,Asian,Physical disability,American,"$140,000",Fair,2-5 years,Moderate,"$30,000",0
2650,1,Non-binary,45,White,Physical disability,American,"$60,000",Fair,2-5 years,High,"$30,000",0
2651,1,Male,45,Black,Mental health history,German,"$140,000",Fair,2-5 years,Low,"$15,000",0
2652,1,Female,50,Black,Physical disability,Canadian,"$60,000",Excellent,Less than 1 year,High,"$15,000",0
2653,1,Male,55,Hispanic,Physical disability,American,"$140,000",Good,6+ years,Low,"$30,000",1
2654,1,Male,35,Hispanic,Mental health history,Indian,"$140,000",Fair,2-5 years,Moderate,"$30,000",0
2655,1,Female,35,Hispanic,None stated,Mexican,"$60,000",Fair,2-5 years,High,"$15,000",0
2656,1,Male,50,White,Mental health history,Canadian,"$95,000",Fair,6+ years,Moderate,"$30,000",0
2657,1,Male,40,Hispanic,None stated,Mexican,"$60,000",Fair,2-5 years,Low,"$5,000",1
2658,1,Female,35,Asian,Physical disability,German,"$35,000",Excellent,Less than 1 year,High,"$5,000",0
2659,1,Non-binary,55,White,Mental health history,Canadian,"$95,000",Fair,6+ years,Low,"$5,000",1
2660,1,Male,35,Hispanic,Physical disability,German,"$60,000",Good,2-5 years,High,"$15,000",1
2661,1,Female,50,Asian,None stated,Indian,"$140,000",Good,2-5 years,Low,"$15,000",1
2662,1,Non-binary,55,Hispanic,None stated,American,"$140,000",Good,2-5 years,High,"$30,000",1
2663,1,Male,55,Black,None stated,Canadian,"$140,000",Fair,2-5 years,Moderate,"$15,000",1
2664,1,Female,40,White,None stated,Canadian,"$140,000",Good,2-5 years,High,"$5,000",1
2665,1,Male,50,White,Mental health history,Indian,"$35,000",Good,Less than 1 year,High,"$15,000",0
2666,1,Male,50,White,None stated,American,"$60,000",Excellent,6+ years,Moderate,"$30,000",1
2667,1,Female,35,White,Mental health history,Indian,"$95,000",Excellent,6+ years,Low,"$30,000",1
2668,1,Non-binary,50,Black,None stated,American,"$60,000",Excellent,2-5 years,Moderate,"$15,000",1
2669,1,Non-binary,50,Asian,None stated,Indian,"$35,000",Excellent,2-5 years,High,"$30,000",0
2670,1,Male,50,Hispanic,Physical disability,Canadian,"$140,000",Excellent,2-5 years,Moderate,"$15,000",1
2671,1,Female,45,Black,Mental health history,American,"$95,000",Fair,2-5 years,Moderate,"$15,000",1
2672,1,Non-binary,30,White,Physical disability,German,"$35,000",Fair,6+ years,Moderate,"$5,000",1
2673,1,Non-binary,45,Asian,Physical disability,German,"$140,000",Excellent,2-5 years,Low,"$15,000",1
2674,1,Female,35,Black,Physical disability,German,"$35,000",Excellent,6+ years,Moderate,"$15,000",1
2675,1,Male,45,Hispanic,None stated,Mexican,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
2676,1,Male,55,White,Mental health history,American,"$35,000",Good,2-5 years,High,"$15,000",1
2677,1,Female,30,Asian,Physical disability,Mexican,"$60,000",Good,2-5 years,High,"$30,000",1
2678,1,Male,30,Asian,Physical disability,Canadian,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
2679,1,Male,55,Asian,Physical disability,Canadian,"$60,000",Fair,2-5 years,High,"$30,000",0
2680,1,Non-binary,50,Black,Physical disability,German,"$35,000",Excellent,6+ years,Moderate,"$5,000",1
2681,1,Male,50,Black,Mental health history,German,"$140,000",Good,6+ years,Low,"$30,000",1
2682,1,Female,45,White,None stated,Canadian,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
2683,1,Male,35,Black,Physical disability,German,"$140,000",Good,Less than 1 year,Moderate,"$30,000",0
2684,1,Female,50,White,Physical disability,American,"$140,000",Good,2-5 years,Low,"$15,000",1
2685,1,Non-binary,45,White,Physical disability,German,"$140,000",Fair,6+ years,Low,"$5,000",1
2686,1,Male,45,Hispanic,Mental health history,Indian,"$140,000",Good,2-5 years,Moderate,"$30,000",1
2687,1,Male,55,Asian,None stated,Canadian,"$140,000",Excellent,Less than 1 year,High,"$5,000",1
2688,1,Male,55,White,Mental health history,Canadian,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
2689,1,Female,45,Asian,None stated,Indian,"$35,000",Fair,Less than 1 year,Moderate,"$5,000",0
2690,1,Male,50,Black,None stated,Mexican,"$60,000",Good,2-5 years,Low,"$30,000",1
2691,1,Non-binary,35,White,Mental health history,Indian,"$95,000",Good,2-5 years,High,"$15,000",1
2692,1,Female,45,White,Mental health history,Indian,"$95,000",Excellent,Less than 1 year,High,"$15,000",0
2693,1,Non-binary,35,Asian,Physical disability,Mexican,"$60,000",Fair,Less than 1 year,High,"$5,000",0
2694,1,Female,40,White,None stated,Canadian,"$60,000",Excellent,Less than 1 year,High,"$5,000",0
2695,1,Non-binary,45,Asian,Physical disability,German,"$95,000",Fair,Less than 1 year,Low,"$5,000",0
2696,1,Non-binary,30,Asian,Physical disability,Indian,"$140,000",Good,Less than 1 year,Low,"$5,000",1
2697,1,Male,30,White,Physical disability,Canadian,"$60,000",Good,Less than 1 year,High,"$15,000",0
2698,1,Male,45,Asian,Mental health history,Mexican,"$60,000",Excellent,Less than 1 year,Low,"$5,000",1
2699,1,Female,55,Asian,None stated,American,"$95,000",Excellent,2-5 years,Low,"$5,000",1
2700,1,Female,40,Asian,Mental health history,Canadian,"$95,000",Fair,6+ years,High,"$15,000",0
2701,1,Non-binary,50,White,None stated,Mexican,"$35,000",Excellent,6+ years,Moderate,"$5,000",1
2702,1,Female,30,Black,Physical disability,Indian,"$35,000",Good,2-5 years,Low,"$30,000",1
2703,1,Male,30,Asian,Physical disability,Indian,"$95,000",Fair,Less than 1 year,Low,"$5,000",1
2704,1,Male,40,White,None stated,Indian,"$60,000",Fair,Less than 1 year,Moderate,"$5,000",0
2705,1,Male,30,Asian,Physical disability,Mexican,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
2706,1,Female,55,White,Physical disability,Indian,"$60,000",Excellent,6+ years,High,"$30,000",1
2707,1,Male,45,White,Mental health history,American,"$140,000",Fair,2-5 years,High,"$15,000",0
2708,1,Male,30,Asian,Physical disability,German,"$140,000",Excellent,Less than 1 year,Moderate,"$15,000",1
2709,1,Non-binary,55,White,Mental health history,Mexican,"$60,000",Fair,Less than 1 year,Low,"$15,000",0
2710,1,Female,55,Asian,Physical disability,Canadian,"$35,000",Good,Less than 1 year,Moderate,"$5,000",1
2711,1,Female,35,Black,Mental health history,Canadian,"$140,000",Good,6+ years,Moderate,"$30,000",1
2712,1,Non-binary,45,Black,None stated,Indian,"$60,000",Good,6+ years,High,"$15,000",1
2713,1,Male,40,White,Mental health history,Canadian,"$140,000",Good,2-5 years,Moderate,"$15,000",1
2714,1,Non-binary,40,Black,Mental health history,Mexican,"$95,000",Excellent,6+ years,High,"$15,000",1
2715,1,Non-binary,45,Hispanic,Mental health history,German,"$35,000",Excellent,2-5 years,High,"$5,000",1
2716,1,Non-binary,30,White,Physical disability,Mexican,"$60,000",Fair,6+ years,High,"$5,000",0
2717,1,Male,35,Hispanic,Mental health history,German,"$140,000",Fair,Less than 1 year,High,"$5,000",0
2718,1,Male,35,Black,None stated,American,"$35,000",Fair,2-5 years,Moderate,"$30,000",0
2719,1,Non-binary,45,White,None stated,Mexican,"$60,000",Excellent,Less than 1 year,High,"$5,000",0
2720,1,Female,55,Asian,None stated,Indian,"$140,000",Excellent,2-5 years,Low,"$15,000",1
2721,1,Non-binary,50,White,Physical disability,Canadian,"$95,000",Good,Less than 1 year,Moderate,"$15,000",1
2722,1,Male,40,Black,Mental health history,American,"$140,000",Excellent,6+ years,High,"$5,000",0
2723,1,Non-binary,35,Asian,Mental health history,Mexican,"$140,000",Excellent,2-5 years,High,"$30,000",1
2724,1,Female,55,White,Mental health history,Indian,"$95,000",Fair,6+ years,High,"$5,000",0
2725,1,Male,35,White,Mental health history,German,"$95,000",Good,2-5 years,High,"$15,000",1
2726,1,Non-binary,50,Asian,Physical disability,Canadian,"$140,000",Excellent,Less than 1 year,Low,"$30,000",1
2727,1,Male,30,Hispanic,Physical disability,American,"$60,000",Fair,2-5 years,High,"$15,000",0
2728,1,Male,40,White,Mental health history,American,"$140,000",Excellent,2-5 years,High,"$5,000",1
2729,1,Male,50,White,Mental health history,Mexican,"$60,000",Excellent,2-5 years,Moderate,"$30,000",1
2730,1,Non-binary,50,Asian,Physical disability,Canadian,"$60,000",Excellent,2-5 years,High,"$5,000",1
2731,1,Male,30,White,None stated,Indian,"$35,000",Fair,2-5 years,High,"$5,000",0
2732,1,Male,35,White,Mental health history,German,"$60,000",Fair,Less than 1 year,Moderate,"$5,000",0
2733,1,Non-binary,55,Asian,None stated,American,"$60,000",Good,6+ years,Moderate,"$5,000",1
2734,1,Female,45,Hispanic,Mental health history,German,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
2735,1,Non-binary,30,Hispanic,Physical disability,Canadian,"$140,000",Excellent,6+ years,High,"$5,000",1
2736,1,Non-binary,55,Hispanic,Physical disability,Canadian,"$95,000",Good,Less than 1 year,Moderate,"$15,000",1
2737,1,Male,55,White,None stated,German,"$95,000",Fair,6+ years,Low,"$15,000",0
2738,1,Female,55,Hispanic,Mental health history,Mexican,"$95,000",Good,6+ years,Low,"$5,000",1
2739,1,Female,55,White,Mental health history,Canadian,"$140,000",Fair,6+ years,Moderate,"$5,000",1
2740,1,Non-binary,45,Black,None stated,German,"$95,000",Fair,6+ years,High,"$15,000",0
2741,1,Male,50,Black,None stated,American,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
2742,1,Male,45,White,Mental health history,Mexican,"$95,000",Good,Less than 1 year,High,"$30,000",0
2743,1,Male,35,Hispanic,None stated,Mexican,"$35,000",Excellent,Less than 1 year,Low,"$5,000",1
2744,1,Non-binary,30,Black,Physical disability,Canadian,"$140,000",Good,Less than 1 year,Low,"$30,000",1
2745,1,Male,40,White,Mental health history,Canadian,"$60,000",Fair,6+ years,Moderate,"$15,000",0
2746,1,Female,35,Asian,Physical disability,Indian,"$35,000",Fair,Less than 1 year,Moderate,"$30,000",0
2747,1,Male,30,Hispanic,Physical disability,American,"$140,000",Fair,2-5 years,Low,"$5,000",1
2748,1,Non-binary,55,Asian,None stated,American,"$60,000",Fair,2-5 years,High,"$30,000",0
2749,1,Male,40,White,Mental health history,Indian,"$60,000",Excellent,2-5 years,Low,"$15,000",1
2750,1,Female,50,Hispanic,Mental health history,Mexican,"$35,000",Fair,2-5 years,Moderate,"$5,000",0
2751,1,Female,45,Hispanic,Physical disability,Indian,"$35,000",Good,2-5 years,Moderate,"$5,000",1
2752,1,Non-binary,50,Asian,Physical disability,Mexican,"$95,000",Good,2-5 years,High,"$30,000",1
2753,1,Male,35,Black,Physical disability,German,"$95,000",Excellent,2-5 years,Low,"$15,000",1
2754,1,Female,35,Asian,None stated,Canadian,"$95,000",Fair,6+ years,High,"$5,000",0
2755,1,Male,45,Hispanic,Mental health history,American,"$60,000",Good,2-5 years,Moderate,"$15,000",1
2756,1,Non-binary,55,Black,None stated,Mexican,"$140,000",Good,6+ years,Moderate,"$5,000",1
2757,1,Male,30,White,Physical disability,Mexican,"$60,000",Excellent,Less than 1 year,Moderate,"$5,000",1
2758,1,Non-binary,40,Asian,None stated,Mexican,"$95,000",Excellent,Less than 1 year,Moderate,"$30,000",1
2759,1,Male,30,White,Physical disability,German,"$140,000",Good,2-5 years,High,"$15,000",1
2760,1,Male,40,Asian,Mental health history,Canadian,"$35,000",Excellent,6+ years,Moderate,"$30,000",1
2761,1,Non-binary,55,White,Physical disability,American,"$140,000",Good,2-5 years,Moderate,"$5,000",1
2762,1,Male,55,Asian,None stated,Mexican,"$60,000",Good,6+ years,High,"$15,000",0
2763,1,Male,50,Asian,Physical disability,Indian,"$95,000",Good,2-5 years,Low,"$15,000",1
2764,1,Non-binary,45,Asian,Physical disability,German,"$95,000",Excellent,Less than 1 year,Moderate,"$15,000",1
2765,1,Female,40,Asian,Physical disability,American,"$95,000",Excellent,2-5 years,Moderate,"$30,000",1
2766,1,Non-binary,50,Hispanic,Physical disability,Mexican,"$95,000",Fair,6+ years,High,"$15,000",0
2767,1,Female,55,Hispanic,Physical disability,Canadian,"$140,000",Excellent,2-5 years,High,"$30,000",1
2768,1,Female,30,Asian,Mental health history,Mexican,"$95,000",Excellent,Less than 1 year,High,"$30,000",1
2769,1,Female,40,Asian,Physical disability,Canadian,"$35,000",Fair,2-5 years,Low,"$15,000",0
2770,1,Female,55,Asian,Mental health history,German,"$95,000",Good,Less than 1 year,Low,"$5,000",1
2771,1,Non-binary,40,Asian,Mental health history,Canadian,"$140,000",Good,6+ years,High,"$15,000",1
2772,1,Female,50,Black,Mental health history,American,"$60,000",Good,2-5 years,Moderate,"$5,000",1
2773,1,Non-binary,50,White,None stated,Indian,"$60,000",Good,2-5 years,Moderate,"$30,000",1
2774,1,Female,30,Black,Mental health history,Canadian,"$60,000",Excellent,2-5 years,Moderate,"$15,000",1
2775,1,Male,30,Asian,None stated,Mexican,"$60,000",Excellent,Less than 1 year,Moderate,"$5,000",1
2776,1,Female,45,Hispanic,None stated,Mexican,"$95,000",Fair,2-5 years,Low,"$5,000",0
2777,1,Non-binary,30,Hispanic,Mental health history,German,"$35,000",Excellent,2-5 years,High,"$30,000",1
2778,1,Non-binary,35,Asian,Physical disability,German,"$60,000",Good,6+ years,High,"$5,000",1
2779,1,Male,45,Hispanic,Mental health history,American,"$60,000",Good,2-5 years,Moderate,"$30,000",1
2780,1,Female,50,Hispanic,None stated,Mexican,"$95,000",Good,6+ years,Low,"$5,000",1
2781,1,Male,30,White,Mental health history,German,"$60,000",Good,Less than 1 year,Moderate,"$30,000",1
2782,1,Male,45,Black,Mental health history,Indian,"$60,000",Excellent,Less than 1 year,Low,"$30,000",1
2783,1,Non-binary,45,Asian,None stated,Canadian,"$35,000",Good,6+ years,Moderate,"$5,000",1
2784,1,Non-binary,50,Hispanic,Physical disability,American,"$60,000",Good,2-5 years,High,"$15,000",0
2785,1,Non-binary,50,Black,Mental health history,American,"$60,000",Good,Less than 1 year,Moderate,"$30,000",1
2786,1,Male,30,Hispanic,None stated,German,"$35,000",Good,6+ years,Low,"$30,000",1
2787,1,Non-binary,45,Black,None stated,Mexican,"$95,000",Fair,Less than 1 year,High,"$5,000",0
2788,1,Female,45,White,Physical disability,German,"$140,000",Fair,Less than 1 year,Low,"$15,000",1
2789,1,Male,30,White,None stated,Mexican,"$60,000",Excellent,6+ years,Low,"$30,000",1
2790,1,Female,30,Asian,Physical disability,German,"$60,000",Good,Less than 1 year,Low,"$30,000",0
2791,1,Non-binary,40,Black,Physical disability,German,"$140,000",Excellent,2-5 years,Moderate,"$5,000",1
2792,1,Male,50,Hispanic,None stated,Mexican,"$35,000",Excellent,6+ years,Moderate,"$15,000",1
2793,1,Female,40,Black,None stated,German,"$140,000",Good,6+ years,High,"$15,000",1
2794,1,Non-binary,55,White,None stated,Canadian,"$140,000",Good,6+ years,Low,"$5,000",1
2795,1,Female,35,Black,None stated,Canadian,"$140,000",Good,Less than 1 year,Moderate,"$15,000",1
2796,1,Female,50,Hispanic,Physical disability,American,"$140,000",Excellent,2-5 years,High,"$15,000",1
2797,1,Non-binary,45,Hispanic,Physical disability,American,"$35,000",Fair,6+ years,Moderate,"$5,000",0
2798,1,Female,35,Asian,None stated,German,"$35,000",Fair,2-5 years,High,"$15,000",0
2799,1,Female,40,White,Physical disability,Indian,"$140,000",Fair,Less than 1 year,High,"$5,000",0
2800,1,Male,50,Black,Physical disability,Indian,"$35,000",Excellent,6+ years,High,"$30,000",0
2801,1,Male,30,Black,None stated,German,"$140,000",Excellent,Less than 1 year,High,"$30,000",1
2802,1,Male,55,Black,Physical disability,Canadian,"$35,000",Excellent,Less than 1 year,Low,"$5,000",1
2803,1,Non-binary,45,Hispanic,Mental health history,Mexican,"$140,000",Excellent,6+ years,High,"$5,000",1
2804,1,Female,35,Asian,None stated,American,"$95,000",Excellent,2-5 years,High,"$30,000",0
2805,1,Non-binary,45,Hispanic,Mental health history,German,"$140,000",Good,2-5 years,Low,"$30,000",1
2806,1,Non-binary,55,White,Physical disability,Canadian,"$140,000",Good,Less than 1 year,Moderate,"$5,000",1
2807,1,Male,55,Black,Mental health history,Indian,"$60,000",Fair,2-5 years,Moderate,"$5,000",0
2808,1,Non-binary,55,Black,Mental health history,German,"$35,000",Excellent,2-5 years,High,"$15,000",1
2809,1,Non-binary,55,White,Mental health history,German,"$35,000",Fair,Less than 1 year,Low,"$30,000",0
