"observation_id","scenario","profile","gender","age","race","education","field_of_study","cover_letter","grades","experience","religion","chosen"
4886,"select","B","Male",20,"Hispanic","Bachelor Degree","Unrelated","Personalized","Above average","no","Jewish",0
4887,"select","B","Female",40,"Hispanic","Associate Degree","Closely related","Personalized","Above average","yes","Jewish",0
4888,"select","B","Male",50,"White","Bachelor Degree","Closely related","Personalized","Average","yes","Christian",1
4889,"select","B","Male",60,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
4890,"select","B","Male",20,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","no","Hindu",0
4891,"select","B","Female",20,"Black","Master Degree","Closely related","Unpersonalized","Above average","no","Hindu",0
4892,"select","B","Female",50,"Asian","Master Degree","Unrelated","Personalized","Below average","no","Muslim",1
4893,"select","B","Female",30,"Black","Bachelor Degree","Unrelated","Personalized","Below average","yes","Christian",1
4894,"select","B","Male",20,"Asian","Master Degree","Closely related","Unpersonalized","Below average","no","Jewish",1
4895,"select","B","Female",20,"Black","Bachelor Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4896,"select","B","Male",20,"White","Bachelor Degree","Unrelated","Personalized","Average","yes","Hindu",1
4897,"select","B","Female",60,"White","Associate Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
4898,"select","B","Male",40,"Black","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Christian",1
4899,"select","B","Female",20,"Asian","Master Degree","Closely related","Unpersonalized","Above average","yes","Jewish",1
4900,"select","B","Female",20,"White","Bachelor Degree","Unrelated","Personalized","Average","no","Jewish",0
4901,"select","B","Male",20,"White","Bachelor Degree","Closely related","Personalized","Above average","no","Muslim",0
4902,"select","B","Male",50,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
4903,"select","B","Female",40,"Black","Master Degree","Somewhat related","Unpersonalized","Average","no","Hindu",0
4904,"select","B","Male",50,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
4905,"select","B","Male",60,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
4906,"select","B","Male",50,"White","Master Degree","Closely related","Unpersonalized","Below average","yes","Muslim",0
4907,"select","B","Male",20,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
4908,"select","B","Male",50,"Asian","Master Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
4909,"select","B","Male",60,"Hispanic","Master Degree","Unrelated","Personalized","Average","yes","Jewish",1
4910,"select","B","Female",20,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Christian",1
4911,"select","B","Female",50,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
4912,"select","B","Male",40,"Black","Associate Degree","Unrelated","Personalized","Average","yes","Hindu",0
4913,"select","B","Female",20,"Black","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Muslim",0
4914,"select","B","Female",30,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
4915,"select","B","Male",30,"Hispanic","Associate Degree","Unrelated","Personalized","Average","no","Jewish",1
4916,"select","B","Male",60,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",0
4917,"select","B","Male",30,"White","Master Degree","Closely related","Personalized","Above average","yes","Muslim",1
4918,"select","B","Male",40,"Hispanic","Bachelor Degree","Unrelated","Personalized","Above average","no","Jewish",1
4919,"select","B","Male",50,"Black","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
4920,"select","B","Male",60,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","yes","Jewish",1
4921,"select","B","Male",60,"White","Associate Degree","Closely related","Unpersonalized","Below average","no","Muslim",1
4922,"select","B","Female",30,"Hispanic","Master Degree","Unrelated","Personalized","Below average","no","Hindu",1
4923,"select","B","Male",20,"White","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
4924,"select","B","Male",20,"White","Bachelor Degree","Unrelated","Personalized","Average","no","Muslim",1
4925,"select","B","Male",40,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","no","Jewish",0
4926,"select","B","Female",60,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",1
4927,"select","B","Female",40,"White","Associate Degree","Somewhat related","Personalized","Below average","yes","Christian",1
4928,"select","B","Female",50,"White","Master Degree","Closely related","Personalized","Above average","no","Hindu",1
4929,"select","B","Male",20,"Black","Associate Degree","Unrelated","Personalized","Above average","yes","Christian",1
4930,"select","B","Female",60,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","no","Hindu",0
4931,"select","B","Male",50,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Jewish",0
4932,"select","B","Male",30,"Asian","Master Degree","Somewhat related","Personalized","Average","no","Jewish",0
4933,"select","B","Male",20,"Asian","Master Degree","Closely related","Personalized","Below average","no","Jewish",0
4934,"select","B","Male",30,"White","Master Degree","Closely related","Unpersonalized","Above average","no","Christian",0
4935,"select","B","Female",30,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
4936,"select","B","Male",50,"Black","Associate Degree","Closely related","Personalized","Above average","no","Muslim",1
4937,"select","B","Male",50,"Asian","Bachelor Degree","Closely related","Personalized","Above average","no","Muslim",1
4938,"select","B","Male",20,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Average","yes","Hindu",1
4939,"select","B","Male",30,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","yes","Christian",1
4940,"select","B","Male",50,"White","Master Degree","Somewhat related","Unpersonalized","Above average","no","Christian",0
4941,"select","B","Female",40,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
4942,"select","B","Female",60,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Christian",1
4943,"select","B","Female",40,"Asian","Bachelor Degree","Closely related","Personalized","Average","no","Hindu",1
4944,"select","B","Female",60,"Asian","Master Degree","Unrelated","Personalized","Above average","no","Jewish",1
4945,"select","B","Female",20,"Black","Associate Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
4946,"select","B","Female",30,"White","Associate Degree","Somewhat related","Unpersonalized","Average","no","Muslim",1
4947,"select","B","Female",60,"White","Associate Degree","Somewhat related","Personalized","Above average","no","Hindu",1
4948,"select","B","Female",40,"Black","Master Degree","Unrelated","Unpersonalized","Below average","no","Christian",1
4949,"select","B","Female",50,"White","Master Degree","Somewhat related","Personalized","Above average","no","Muslim",1
4950,"select","B","Female",20,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",1
4951,"select","B","Male",40,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
4952,"select","B","Female",50,"Asian","Master Degree","Closely related","Personalized","Below average","yes","Hindu",1
4953,"select","B","Male",40,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Average","yes","Hindu",0
4954,"select","B","Female",40,"Asian","Associate Degree","Closely related","Personalized","Average","yes","Hindu",1
4955,"select","B","Male",50,"White","Master Degree","Unrelated","Personalized","Below average","no","Christian",1
4956,"select","B","Female",30,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",1
4957,"select","B","Male",30,"Asian","Associate Degree","Unrelated","Personalized","Above average","no","Muslim",0
4958,"select","B","Female",50,"Black","Master Degree","Closely related","Personalized","Above average","no","Hindu",0
4959,"select","B","Female",60,"White","Master Degree","Closely related","Personalized","Below average","no","Jewish",1
4960,"select","B","Female",50,"Black","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
4961,"select","B","Male",30,"Asian","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
4962,"select","B","Female",60,"White","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
4963,"select","B","Male",50,"White","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Muslim",0
4964,"select","B","Male",30,"Hispanic","Associate Degree","Somewhat related","Personalized","Above average","no","Christian",1
4965,"select","B","Male",40,"Asian","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",1
4966,"select","B","Male",30,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
4967,"select","B","Female",60,"Black","Master Degree","Unrelated","Personalized","Below average","no","Hindu",0
4968,"select","B","Male",60,"Hispanic","Master Degree","Somewhat related","Personalized","Below average","no","Hindu",0
4969,"select","B","Female",60,"White","Bachelor Degree","Unrelated","Personalized","Average","no","Jewish",1
4970,"select","B","Male",30,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
4971,"select","B","Male",50,"White","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
4972,"select","B","Female",60,"White","Associate Degree","Closely related","Personalized","Above average","yes","Muslim",1
4973,"select","B","Male",60,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Hindu",0
4974,"select","B","Female",20,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","yes","Christian",1
4975,"select","B","Male",60,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Hindu",1
4976,"select","B","Male",30,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Muslim",0
4977,"select","B","Male",50,"Hispanic","Associate Degree","Closely related","Personalized","Below average","yes","Jewish",1
4978,"select","B","Female",20,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Christian",0
4979,"select","B","Male",60,"Hispanic","Master Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
4980,"select","B","Female",30,"Black","Bachelor Degree","Closely related","Unpersonalized","Above average","no","Christian",1
4981,"select","B","Female",30,"Asian","Master Degree","Somewhat related","Unpersonalized","Average","no","Jewish",0
4982,"select","B","Male",20,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
4983,"select","B","Female",40,"Black","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
4984,"select","B","Female",50,"White","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Christian",0
4985,"select","B","Male",60,"Hispanic","Master Degree","Somewhat related","Personalized","Average","yes","Hindu",1
4986,"select","B","Male",30,"Hispanic","Master Degree","Unrelated","Personalized","Average","no","Muslim",0
4987,"select","B","Male",50,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
4988,"select","B","Female",20,"White","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",1
4989,"select","B","Female",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
4990,"select","B","Female",40,"White","Bachelor Degree","Unrelated","Personalized","Above average","yes","Jewish",1
4991,"select","B","Female",50,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","no","Jewish",0
4992,"select","B","Male",60,"White","Master Degree","Somewhat related","Personalized","Below average","yes","Muslim",1
4993,"select","B","Female",50,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
4994,"select","B","Male",50,"Asian","Bachelor Degree","Closely related","Personalized","Average","yes","Muslim",1
4995,"select","B","Male",20,"Hispanic","Associate Degree","Somewhat related","Personalized","Above average","yes","Jewish",0
4996,"select","B","Male",40,"White","Master Degree","Closely related","Unpersonalized","Average","yes","Muslim",1
4997,"select","B","Female",30,"Asian","Bachelor Degree","Somewhat related","Personalized","Below average","no","Hindu",1
4998,"select","B","Male",30,"Hispanic","Associate Degree","Closely related","Personalized","Average","no","Christian",1
4999,"select","B","Male",30,"White","Bachelor Degree","Closely related","Personalized","Below average","yes","Muslim",0
5000,"select","B","Male",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",0
5001,"select","B","Female",40,"Asian","Master Degree","Closely related","Unpersonalized","Average","yes","Hindu",1
5002,"select","B","Female",40,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
5003,"select","B","Male",60,"Black","Bachelor Degree","Unrelated","Personalized","Below average","yes","Muslim",1
5004,"select","B","Female",20,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Average","no","Jewish",0
5005,"select","B","Female",20,"Black","Associate Degree","Closely related","Personalized","Below average","no","Christian",1
5006,"select","B","Male",30,"White","Master Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
5007,"select","B","Male",60,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","no","Hindu",1
5008,"select","B","Male",50,"White","Bachelor Degree","Closely related","Personalized","Below average","yes","Christian",1
5009,"select","B","Male",50,"Hispanic","Master Degree","Closely related","Personalized","Average","yes","Jewish",1
5010,"select","B","Male",30,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",0
5011,"select","B","Male",40,"White","Master Degree","Somewhat related","Personalized","Average","no","Muslim",1
5012,"select","B","Male",30,"Asian","Bachelor Degree","Somewhat related","Personalized","Average","yes","Hindu",1
5013,"select","B","Female",20,"Black","Associate Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5014,"select","B","Male",50,"White","Bachelor Degree","Somewhat related","Personalized","Average","no","Muslim",0
5015,"select","B","Male",20,"Black","Master Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
5016,"select","B","Female",40,"Asian","Associate Degree","Somewhat related","Unpersonalized","Average","no","Muslim",0
5017,"select","B","Male",30,"White","Master Degree","Closely related","Personalized","Above average","yes","Hindu",1
5018,"select","B","Male",50,"Hispanic","Associate Degree","Somewhat related","Personalized","Average","no","Jewish",0
5019,"select","B","Male",40,"Hispanic","Associate Degree","Closely related","Personalized","Above average","no","Jewish",0
5020,"select","B","Female",40,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Christian",1
5021,"select","B","Male",50,"Black","Master Degree","Somewhat related","Personalized","Below average","no","Christian",1
5022,"select","B","Female",60,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",0
5023,"select","B","Female",60,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",0
5024,"select","B","Male",20,"Black","Master Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",1
5025,"select","B","Male",20,"Asian","Bachelor Degree","Closely related","Personalized","Below average","yes","Muslim",1
5026,"select","B","Female",20,"White","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",1
5027,"select","B","Female",30,"Asian","Bachelor Degree","Closely related","Unpersonalized","Above average","no","Muslim",0
5028,"select","B","Female",50,"Black","Associate Degree","Unrelated","Personalized","Average","no","Christian",0
5029,"select","B","Female",30,"Asian","Associate Degree","Somewhat related","Personalized","Above average","no","Jewish",0
5030,"select","B","Female",50,"White","Bachelor Degree","Closely related","Personalized","Above average","yes","Muslim",1
5031,"select","B","Female",40,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","no","Muslim",1
5032,"select","B","Male",60,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5033,"select","B","Female",30,"Asian","Bachelor Degree","Unrelated","Personalized","Average","yes","Jewish",1
5034,"select","B","Female",20,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Christian",0
5035,"select","B","Female",50,"Black","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",1
5036,"select","B","Female",50,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",0
5037,"select","B","Male",60,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
5038,"select","B","Female",20,"Asian","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
5039,"select","B","Male",60,"White","Master Degree","Unrelated","Personalized","Above average","yes","Christian",0
5040,"select","B","Female",40,"White","Associate Degree","Somewhat related","Personalized","Below average","no","Christian",1
5041,"select","B","Male",60,"Asian","Bachelor Degree","Closely related","Personalized","Below average","yes","Jewish",1
5042,"select","B","Female",60,"Asian","Associate Degree","Closely related","Personalized","Below average","yes","Christian",1
5043,"select","B","Male",50,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","yes","Christian",1
5044,"select","B","Male",60,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
5045,"select","B","Male",40,"White","Master Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5046,"select","B","Male",30,"Asian","Master Degree","Unrelated","Unpersonalized","Average","no","Hindu",1
5047,"select","B","Male",30,"White","Bachelor Degree","Closely related","Personalized","Above average","yes","Christian",1
5048,"select","B","Female",60,"White","Master Degree","Closely related","Personalized","Average","no","Hindu",1
5049,"select","B","Female",60,"Black","Associate Degree","Closely related","Personalized","Above average","yes","Christian",0
5050,"select","B","Male",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Hindu",1
5051,"select","B","Female",40,"Black","Master Degree","Closely related","Personalized","Below average","no","Christian",1
5052,"select","B","Female",50,"Black","Master Degree","Somewhat related","Personalized","Above average","no","Christian",1
5053,"select","B","Female",30,"White","Associate Degree","Unrelated","Personalized","Average","no","Christian",0
5054,"select","B","Female",20,"Asian","Associate Degree","Closely related","Unpersonalized","Average","no","Hindu",1
5055,"select","B","Male",30,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
5056,"select","B","Male",60,"Black","Associate Degree","Closely related","Unpersonalized","Average","no","Christian",0
5057,"select","B","Female",30,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Hindu",1
5058,"select","B","Male",50,"Black","Associate Degree","Closely related","Unpersonalized","Above average","yes","Hindu",1
5059,"select","B","Female",30,"Black","Associate Degree","Closely related","Unpersonalized","Below average","yes","Muslim",1
5060,"select","B","Male",50,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Jewish",1
5061,"select","B","Male",20,"Black","Associate Degree","Somewhat related","Personalized","Below average","yes","Muslim",1
5062,"select","B","Male",40,"White","Master Degree","Closely related","Personalized","Below average","yes","Jewish",1
5063,"select","B","Male",40,"Black","Associate Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
5064,"select","B","Male",30,"Hispanic","Bachelor Degree","Unrelated","Personalized","Above average","no","Hindu",0
5065,"select","B","Female",40,"Asian","Master Degree","Somewhat related","Personalized","Average","yes","Jewish",1
5066,"select","B","Female",60,"Asian","Master Degree","Unrelated","Personalized","Below average","yes","Hindu",1
5067,"select","B","Female",20,"Black","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Christian",1
5068,"select","B","Female",60,"Black","Associate Degree","Closely related","Personalized","Average","no","Muslim",1
5069,"select","B","Female",50,"Asian","Master Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
5070,"select","B","Male",50,"White","Master Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",1
5071,"select","B","Female",50,"Black","Master Degree","Unrelated","Personalized","Average","no","Christian",0
5072,"select","B","Male",60,"Asian","Master Degree","Closely related","Personalized","Above average","no","Christian",1
5073,"select","B","Female",60,"White","Associate Degree","Unrelated","Unpersonalized","Average","yes","Jewish",0
5074,"select","B","Male",50,"White","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",1
5075,"select","B","Male",30,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Jewish",0
5076,"select","B","Female",20,"Asian","Master Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
5077,"select","B","Female",60,"Asian","Bachelor Degree","Closely related","Personalized","Average","no","Hindu",1
5078,"select","B","Female",30,"White","Associate Degree","Closely related","Unpersonalized","Below average","yes","Muslim",1
5079,"select","B","Female",30,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","yes","Muslim",1
5080,"select","B","Male",30,"Hispanic","Master Degree","Unrelated","Unpersonalized","Below average","yes","Christian",0
5081,"select","B","Male",30,"Hispanic","Master Degree","Unrelated","Unpersonalized","Above average","yes","Christian",1
5082,"select","B","Female",40,"Black","Master Degree","Somewhat related","Unpersonalized","Above average","no","Christian",1
5083,"select","B","Female",50,"Black","Associate Degree","Somewhat related","Personalized","Above average","no","Hindu",0
5084,"select","B","Male",40,"White","Master Degree","Somewhat related","Personalized","Below average","no","Jewish",0
5085,"select","B","Female",40,"White","Associate Degree","Unrelated","Personalized","Below average","no","Hindu",0
5086,"select","B","Male",40,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Hindu",1
5087,"select","B","Male",50,"Asian","Master Degree","Unrelated","Unpersonalized","Below average","yes","Christian",1
5088,"select","B","Male",40,"Asian","Master Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
5089,"select","B","Female",40,"White","Master Degree","Unrelated","Personalized","Below average","yes","Muslim",1
5090,"select","B","Female",30,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Christian",0
5091,"select","B","Male",40,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
5092,"select","B","Female",60,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Jewish",0
5093,"select","B","Female",20,"Black","Associate Degree","Closely related","Personalized","Below average","no","Hindu",0
5094,"select","B","Male",30,"Black","Master Degree","Unrelated","Unpersonalized","Above average","no","Christian",0
5095,"select","B","Male",50,"Black","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5096,"select","B","Female",60,"Asian","Master Degree","Closely related","Personalized","Below average","yes","Muslim",1
5097,"select","B","Female",40,"Asian","Master Degree","Closely related","Unpersonalized","Above average","no","Christian",1
5098,"select","B","Female",40,"White","Associate Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
5099,"select","B","Female",40,"Black","Associate Degree","Somewhat related","Personalized","Average","no","Hindu",1
5100,"select","B","Male",40,"White","Master Degree","Closely related","Personalized","Average","no","Hindu",1
5101,"select","B","Female",60,"Asian","Master Degree","Somewhat related","Personalized","Below average","no","Hindu",1
5102,"select","B","Female",30,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Jewish",1
5103,"select","B","Female",20,"White","Bachelor Degree","Unrelated","Personalized","Above average","yes","Jewish",0
5104,"select","B","Female",20,"White","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",1
5105,"select","B","Male",50,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Above average","no","Christian",1
5106,"select","B","Female",40,"Asian","Associate Degree","Somewhat related","Personalized","Average","no","Hindu",0
5107,"select","B","Female",30,"White","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
5108,"select","B","Male",60,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
5109,"select","B","Male",30,"White","Bachelor Degree","Closely related","Personalized","Average","no","Hindu",0
5110,"select","B","Male",30,"Asian","Associate Degree","Somewhat related","Personalized","Above average","no","Jewish",0
5111,"select","B","Male",20,"Asian","Master Degree","Somewhat related","Unpersonalized","Average","no","Christian",0
5112,"select","B","Female",50,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",1
5113,"select","B","Female",20,"White","Bachelor Degree","Somewhat related","Personalized","Below average","no","Christian",1
5114,"select","B","Female",40,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
5115,"select","B","Female",30,"White","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",1
5116,"select","B","Male",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","no","Hindu",0
5117,"select","B","Female",20,"White","Bachelor Degree","Closely related","Unpersonalized","Below average","yes","Muslim",1
5118,"select","B","Female",20,"White","Bachelor Degree","Unrelated","Personalized","Above average","no","Hindu",1
5119,"select","B","Female",30,"Asian","Master Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
5120,"select","B","Female",20,"Black","Master Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",1
5121,"select","B","Female",60,"Asian","Associate Degree","Unrelated","Personalized","Above average","no","Hindu",0
5122,"select","B","Female",60,"Asian","Bachelor Degree","Closely related","Personalized","Above average","yes","Hindu",0
5123,"select","B","Male",60,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",1
5124,"select","B","Male",20,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
5125,"select","B","Male",20,"Black","Associate Degree","Closely related","Personalized","Below average","no","Christian",0
5126,"select","B","Female",30,"Asian","Associate Degree","Closely related","Unpersonalized","Average","yes","Hindu",0
5127,"select","B","Female",30,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","no","Muslim",0
5128,"select","B","Female",60,"Asian","Master Degree","Closely related","Personalized","Average","yes","Muslim",1
5129,"select","B","Female",60,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
5130,"select","B","Female",20,"Black","Bachelor Degree","Closely related","Personalized","Average","no","Hindu",0
5131,"select","B","Female",60,"Black","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
5132,"select","B","Female",40,"White","Master Degree","Closely related","Unpersonalized","Above average","no","Christian",0
5133,"select","B","Female",50,"Asian","Master Degree","Closely related","Personalized","Above average","no","Christian",1
5134,"select","B","Male",20,"Black","Bachelor Degree","Unrelated","Personalized","Above average","no","Jewish",1
5135,"select","B","Male",60,"Asian","Master Degree","Closely related","Unpersonalized","Average","no","Muslim",1
5136,"select","B","Male",30,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",1
5137,"select","B","Female",50,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",1
5138,"select","B","Female",60,"Asian","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
5139,"select","B","Female",20,"Black","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
5140,"select","B","Male",50,"Hispanic","Master Degree","Closely related","Unpersonalized","Average","no","Hindu",1
5141,"select","B","Male",50,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",1
5142,"select","B","Female",50,"Hispanic","Master Degree","Closely related","Personalized","Average","yes","Muslim",1
5143,"select","B","Male",50,"Black","Associate Degree","Unrelated","Unpersonalized","Average","yes","Christian",0
5144,"select","B","Male",50,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
5145,"select","B","Female",60,"Hispanic","Bachelor Degree","Closely related","Personalized","Below average","yes","Hindu",0
5146,"select","B","Male",60,"Hispanic","Master Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5147,"select","B","Male",30,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","no","Hindu",0
5148,"select","B","Female",60,"White","Bachelor Degree","Closely related","Unpersonalized","Average","no","Muslim",1
5149,"select","B","Male",40,"White","Master Degree","Somewhat related","Personalized","Average","no","Christian",1
5150,"select","B","Male",60,"Black","Master Degree","Closely related","Personalized","Above average","no","Christian",0
5151,"select","B","Female",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","yes","Jewish",0
5152,"select","B","Male",40,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
5153,"select","B","Female",40,"Black","Master Degree","Unrelated","Personalized","Above average","yes","Christian",1
5154,"select","B","Female",50,"White","Master Degree","Somewhat related","Personalized","Average","no","Jewish",1
5155,"select","B","Female",60,"Asian","Master Degree","Somewhat related","Personalized","Average","yes","Muslim",1
5156,"select","B","Female",60,"White","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
5157,"select","B","Female",50,"Black","Associate Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
5158,"select","B","Female",40,"Hispanic","Bachelor Degree","Unrelated","Personalized","Above average","no","Muslim",1
5159,"select","B","Male",40,"White","Master Degree","Unrelated","Unpersonalized","Average","yes","Hindu",1
5160,"select","B","Female",40,"White","Master Degree","Unrelated","Unpersonalized","Average","no","Jewish",1
5161,"select","B","Male",20,"Hispanic","Associate Degree","Closely related","Personalized","Average","no","Hindu",1
